2016-07-04 07:59:20,27.811866,-82.786845,27.080
2016-07-04 07:59:30,27.811866,-82.786845,27.134
2016-07-04 07:59:40,27.811866,-82.786845,27.042
2016-07-04 07:59:50,27.811866,-82.786845,27.140
2016-07-04 08:00:00,27.811866,-82.786845,27.067
2016-07-04 08:00:10,27.811866,-82.786845,27.006
2016-07-04 08:00:20,27.811866,-82.786845,26.969
2016-07-04 08:00:30,27.811866,-82.786845,27.049
2016-07-04 08:00:40,27.811866,-82.786845,26.999
2016-07-04 08:00:50,27.811866,-82.786845,27.017
2016-07-04 08:01:00,27.811866,-82.786845,27.054
2016-07-04 08:01:10,27.811866,-82.786845,27.019
2016-07-04 08:01:20,27.811866,-82.786845,27.005
2016-07-04 08:01:30,27.811866,-82.786845,26.932
2016-07-04 08:01:40,27.811866,-82.786845,26.857
2016-07-04 08:01:50,27.811866,-82.786845,26.911
2016-07-04 08:02:00,27.811866,-82.786845,26.882
2016-07-04 08:02:10,27.811866,-82.786845,26.932
2016-07-04 08:02:20,27.811866,-82.786845,26.955
2016-07-04 08:02:30,27.811866,-82.786845,26.953
2016-07-04 08:02:40,27.811866,-82.786845,27.018
2016-07-04 08:02:50,27.811866,-82.786845,27.055
2016-07-04 08:03:00,27.811866,-82.786845,27.083
2016-07-04 08:03:10,27.811866,-82.786845,27.162
2016-07-04 08:03:20,27.811866,-82.786845,27.254
2016-07-04 08:03:30,27.811866,-82.786845,27.212
2016-07-04 08:03:40,27.811866,-82.786845,27.201
2016-07-04 08:03:50,27.811866,-82.786845,27.297
2016-07-04 08:04:00,27.811866,-82.786845,27.285
2016-07-04 08:04:10,27.811866,-82.786845,27.288
2016-07-04 08:04:20,27.811866,-82.786845,27.192
2016-07-04 08:04:30,27.811866,-82.786845,27.097
2016-07-04 08:04:40,27.811866,-82.786845,27.063
2016-07-04 08:04:50,27.811866,-82.786845,27.032
2016-07-04 08:05:00,27.811866,-82.786845,27.126
2016-07-04 08:05:10,27.811866,-82.786845,27.180
2016-07-04 08:05:20,27.811866,-82.786845,27.159
2016-07-04 08:05:30,27.811866,-82.786845,27.098
2016-07-04 08:05:40,27.811866,-82.786845,27.146
2016-07-04 08:05:50,27.811866,-82.786845,27.143
2016-07-04 08:06:00,27.811866,-82.786845,27.153
2016-07-04 08:06:10,27.811866,-82.786845,27.198
2016-07-04 08:06:20,27.811866,-82.786845,27.196
2016-07-04 08:06:30,27.811866,-82.786845,27.160
2016-07-04 08:06:40,27.811866,-82.786845,27.257
2016-07-04 08:06:50,27.811866,-82.786845,27.298
2016-07-04 08:07:00,27.811866,-82.786845,27.359
2016-07-04 08:07:10,27.811866,-82.786845,27.349
2016-07-04 08:07:20,27.811866,-82.786845,27.391
2016-07-04 08:07:30,27.811866,-82.786845,27.320
2016-07-04 08:07:40,27.811866,-82.786845,27.346
